trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
661220,21:54:00,21:54:00,6248,8,,,,1
661220,21:55:00,21:55:00,5044,9,,,,1
661220,22:00:00,22:00:00,5045,10,,,,1
661220,22:05:00,22:05:00,6854,11,,,,1
661220,22:07:00,22:07:00,5036,12,,,,1
661220,22:10:00,22:10:00,58343,13,,,,1
661221,22:10:00,22:10:00,58343,1,,,,1
661221,22:11:00,22:11:00,63189,2,,,,1
661221,22:12:00,22:12:00,5039,3,,,,1
661221,22:16:00,22:16:00,5040,4,,,,1
661221,22:19:00,22:19:00,5041,5,,,,1
661221,22:21:00,22:21:00,5042,6,,,,1
661221,22:23:00,22:23:00,5043,7,,,,1
661221,22:24:00,22:24:00,6248,8,,,,1
661221,22:25:00,22:25:00,5044,9,,,,1
661221,22:30:00,22:30:00,5045,10,,,,1
661221,22:35:00,22:35:00,6854,11,,,,1
661223,16:15:00,16:15:00,58343,1,,,,1
661223,16:16:00,16:16:00,63189,2,,,,1
661223,16:17:00,16:17:00,5039,3,,,,1
661223,16:21:00,16:21:00,5040,4,,,,1
661223,16:24:00,16:24:00,5041,5,,,,1
661223,16:26:00,16:26:00,5042,6,,,,1
661223,16:28:00,16:28:00,5043,7,,,,1
661223,16:29:00,16:29:00,6248,8,,,,1
661223,16:30:00,16:30:00,5044,9,,,,1
661223,16:35:00,16:35:00,5045,10,,,,1
661223,16:37:00,16:37:00,6854,11,,,,1
661223,16:39:00,16:39:00,5036,12,,,,1
661223,16:40:00,16:40:00,58343,13,,,,1
661224,16:40:00,16:40:00,58343,1,,,,1
661224,16:41:00,16:41:00,63189,2,,,,1
661224,16:42:00,16:42:00,5039,3,,,,1
661224,16:46:00,16:46:00,5040,4,,,,1
661224,16:49:00,16:49:00,5041,5,,,,1
661224,16:53:00,16:53:00,5042,6,,,,1
661224,16:56:00,16:56:00,5043,7,,,,1
661224,16:58:00,16:58:00,6248,8,,,,1
661224,17:00:00,17:00:00,5044,9,,,,1
661224,17:05:00,17:05:00,5045,10,,,,1
661224,17:07:00,17:07:00,6854,11,,,,1
661224,17:12:00,17:12:00,5036,12,,,,1
661224,17:15:00,17:15:00,58343,13,,,,1
661225,17:20:00,17:20:00,58343,1,,,,1
661225,17:21:00,17:21:00,63189,2,,,,1
661225,17:22:00,17:22:00,5039,3,,,,1
661225,17:26:00,17:26:00,5040,4,,,,1
661225,17:29:00,17:29:00,5041,5,,,,1
661225,17:33:00,17:33:00,5042,6,,,,1
661225,17:36:00,17:36:00,5043,7,,,,1
661225,17:38:00,17:38:00,6248,8,,,,1
661225,17:40:00,17:40:00,5044,9,,,,1
661225,17:45:00,17:45:00,5045,10,,,,1
661225,17:47:00,17:47:00,6854,11,,,,1
661225,17:52:00,17:52:00,5036,12,,,,1
661225,17:55:00,17:55:00,58343,13,,,,1
661226,18:00:00,18:00:00,58343,1,,,,1
661226,18:01:00,18:01:00,63189,2,,,,1
661226,18:02:00,18:02:00,5039,3,,,,1
661226,18:06:00,18:06:00,5040,4,,,,1
661226,18:09:00,18:09:00,5041,5,,,,1
661226,18:13:00,18:13:00,5042,6,,,,1
661226,18:16:00,18:16:00,5043,7,,,,1
661226,18:18:00,18:18:00,6248,8,,,,1
661226,18:20:00,18:20:00,5044,9,,,,1
661226,18:25:00,18:25:00,5045,10,,,,1
661226,18:27:00,18:27:00,6854,11,,,,1
661226,18:32:00,18:32:00,5036,12,,,,1
661226,18:35:00,18:35:00,58343,13,,,,1
661227,18:40:00,18:40:00,58343,1,,,,1
661227,18:41:00,18:41:00,63189,2,,,,1
661227,18:42:00,18:42:00,5039,3,,,,1
661227,18:46:00,18:46:00,5040,4,,,,1
661227,18:49:00,18:49:00,5041,5,,,,1
661227,18:53:00,18:53:00,5042,6,,,,1
661227,18:56:00,18:56:00,5043,7,,,,1
661227,18:58:00,18:58:00,6248,8,,,,1
661227,19:00:00,19:00:00,5044,9,,,,1
661227,19:05:00,19:05:00,5045,10,,,,1
661227,19:07:00,19:07:00,6854,11,,,,1
661227,19:12:00,19:12:00,5036,12,,,,1
661227,19:15:00,19:15:00,58343,13,,,,1
661228,19:20:00,19:20:00,58343,1,,,,1
661228,19:21:00,19:21:00,63189,2,,,,1
661228,19:22:00,19:22:00,5039,3,,,,1
661228,19:26:00,19:26:00,5040,4,,,,1
661228,19:29:00,19:29:00,5041,5,,,,1
661228,19:33:00,19:33:00,5042,6,,,,1
661228,19:36:00,19:36:00,5043,7,,,,1
661228,19:38:00,19:38:00,6248,8,,,,1
661228,19:40:00,19:40:00,5044,9,,,,1
661228,19:45:00,19:45:00,5045,10,,,,1
661228,19:47:00,19:47:00,6854,11,,,,1
661228,19:52:00,19:52:00,5036,12,,,,1
661228,19:55:00,19:55:00,58343,13,,,,1
661229,20:00:00,20:00:00,58343,1,,,,1
661229,20:01:00,20:01:00,63189,2,,,,1
661229,20:02:00,20:02:00,5039,3,,,,1
661229,20:06:00,20:06:00,5040,4,,,,1
661229,20:09:00,20:09:00,5041,5,,,,1
661229,20:13:00,20:13:00,5042,6,,,,1
661229,20:16:00,20:16:00,5043,7,,,,1
661229,20:18:00,20:18:00,6248,8,,,,1
661229,20:20:00,20:20:00,5044,9,,,,1
661229,20:25:00,20:25:00,5045,10,,,,1
661229,20:27:00,20:27:00,6854,11,,,,1
661229,20:32:00,20:32:00,5036,12,,,,1
661229,20:35:00,20:35:00,58343,13,,,,1
661309,20:35:00,20:35:00,5045,1,,,,1
661309,20:44:00,20:44:00,6854,2,,,,1
661309,20:45:00,20:45:00,5036,3,,,,1
661309,20:46:00,20:46:00,58343,4,,,,1
661316,20:46:00,20:46:00,58343,1,,,,1
661316,20:47:00,20:47:00,63189,2,,,,1
661316,20:48:00,20:48:00,5039,3,,,,1
661316,20:52:00,20:52:00,5040,4,,,,1
661316,20:55:00,20:55:00,5041,5,,,,1
661316,20:57:00,20:57:00,5042,6,,,,1
661316,20:58:00,20:58:00,5043,7,,,,1
661316,20:59:00,20:59:00,6248,8,,,,1
661316,21:00:00,21:00:00,5044,9,,,,1
661317,22:45:00,22:45:00,5036,1,,,,1
661317,22:46:00,22:46:00,58343,2,,,,1
661318,22:46:00,22:46:00,58343,1,,,,1
661318,22:47:00,22:47:00,63189,2,,,,1
661318,22:48:00,22:48:00,5039,3,,,,1
661318,22:52:00,22:52:00,5040,4,,,,1
661318,22:55:00,22:55:00,5041,5,,,,1
661318,22:57:00,22:57:00,5042,6,,,,1
661318,22:58:00,22:58:00,5043,7,,,,1
661318,22:59:00,22:59:00,6248,8,,,,1
661318,23:00:00,23:00:00,5044,9,,,,1
661318,23:08:00,23:08:00,5045,10,,,,1
661318,23:10:00,23:10:00,6854,11,,,,1
661318,23:15:00,23:15:00,5036,12,,,,1
661318,23:16:00,23:16:00,58343,13,,,,1
661319,23:16:00,23:16:00,58343,1,,,,1
661319,23:17:00,23:17:00,63189,2,,,,1
661319,23:18:00,23:18:00,5039,3,,,,1
661319,23:22:00,23:22:00,5040,4,,,,1
661319,23:25:00,23:25:00,5041,5,,,,1
661319,23:27:00,23:27:00,5042,6,,,,1
661319,23:28:00,23:28:00,5043,7,,,,1
661319,23:29:00,23:29:00,6248,8,,,,1
661319,23:30:00,23:30:00,5044,9,,,,1
661319,23:38:00,23:38:00,5045,10,,,,1
661319,23:40:00,23:40:00,6854,11,,,,1
661319,23:45:00,23:45:00,5036,12,,,,1
661319,23:46:00,23:46:00,58343,13,,,,1
661320,23:46:00,23:46:00,58343,1,,,,1
661320,23:47:00,23:47:00,63189,2,,,,1
661320,23:48:00,23:48:00,5039,3,,,,1
661320,23:52:00,23:52:00,5040,4,,,,1
661320,23:55:00,23:55:00,5041,5,,,,1
661320,23:57:00,23:57:00,5042,6,,,,1
661320,23:58:00,23:58:00,5043,7,,,,1
661320,23:59:00,23:59:00,6248,8,,,,1
661320,24:00:00,24:00:00,5044,9,,,,1
670445,21:40:00,21:40:00,58343,1,,,,1
670445,21:41:00,21:41:00,63189,2,,,,1
670445,21:47:00,21:47:00,5039,3,,,,1
670445,21:50:00,21:50:00,5040,4,,,,1
670445,22:00:00,22:00:00,5041,5,,,,1
670445,22:03:00,22:03:00,5042,6,,,,1
670445,22:05:00,22:05:00,5043,7,,,,1
670445,22:06:00,22:06:00,6248,8,,,,1
670445,22:10:00,22:10:00,5044,9,,,,1
670445,22:13:00,22:13:00,5045,10,,,,1
670445,22:17:00,22:17:00,5036,11,,,,1
670445,22:18:00,22:18:00,58343,12,,,,1
670446,22:20:00,22:20:00,58343,1,,,,1
670446,22:21:00,22:21:00,63189,2,,,,1
670446,22:27:00,22:27:00,5039,3,,,,1
670446,22:30:00,22:30:00,5040,4,,,,1
670446,22:40:00,22:40:00,5041,5,,,,1
670446,22:43:00,22:43:00,5042,6,,,,1
670446,22:45:00,22:45:00,5043,7,,,,1
670446,22:46:00,22:46:00,6248,8,,,,1
670446,22:50:00,22:50:00,5044,9,,,,1
670446,22:53:00,22:53:00,5045,10,,,,1
670446,22:57:00,22:57:00,5036,11,,,,1
670446,22:58:00,22:58:00,58343,12,,,,1
670447,23:00:00,23:00:00,58343,1,,,,1
670447,23:01:00,23:01:00,63189,2,,,,1
670447,23:07:00,23:07:00,5039,3,,,,1
670447,23:10:00,23:10:00,5040,4,,,,1
670447,23:20:00,23:20:00,5041,5,,,,1
670447,23:23:00,23:23:00,5042,6,,,,1
670447,23:25:00,23:25:00,5043,7,,,,1
670447,23:26:00,23:26:00,6248,8,,,,1
670447,23:30:00,23:30:00,5044,9,,,,1
670447,23:33:00,23:33:00,5045,10,,,,1
670447,23:37:00,23:37:00,5036,11,,,,1
670447,23:38:00,23:38:00,58343,12,,,,1
670450,19:45:00,19:45:00,58343,1,,,,1
670450,19:46:00,19:46:00,63189,2,,,,1
670450,19:47:00,19:47:00,5039,3,,,,1
670450,19:50:00,19:50:00,5040,4,,,,1
670450,19:52:00,19:52:00,5041,5,,,,1
670450,19:54:00,19:54:00,5042,6,,,,1
670612,17:15:00,17:15:00,58343,1,,,,1
670612,17:16:00,17:16:00,63189,2,,,,1
670612,17:17:00,17:17:00,5039,3,,,,1
670612,17:20:00,17:20:00,5040,4,,,,1
670612,17:22:00,17:22:00,5041,5,,,,1
670612,17:24:00,17:24:00,5042,6,,,,1
670612,17:26:00,17:26:00,5043,7,,,,1
670612,17:27:00,17:27:00,6248,8,,,,1
670612,17:30:00,17:30:00,5044,9,,,,1
670612,17:35:00,17:35:00,5045,10,,,,1
670612,17:36:00,17:36:00,6854,11,,,,1
670612,17:42:00,17:42:00,5036,12,,,,1
670612,17:45:00,17:45:00,58343,13,,,,1
670613,17:45:00,17:45:00,58343,1,,,,1
670613,17:46:00,17:46:00,63189,2,,,,1
670613,17:47:00,17:47:00,5039,3,,,,1
670613,17:50:00,17:50:00,5040,4,,,,1
670613,17:52:00,17:52:00,5041,5,,,,1
670613,17:54:00,17:54:00,5042,6,,,,1
670613,17:56:00,17:56:00,5043,7,,,,1
670613,17:57:00,17:57:00,6248,8,,,,1
670613,18:00:00,18:00:00,5044,9,,,,1
670613,18:05:00,18:05:00,5045,10,,,,1
670613,18:08:00,18:08:00,6854,11,,,,1
670613,18:12:00,18:12:00,5036,12,,,,1
670613,18:15:00,18:15:00,58343,13,,,,1
670614,18:15:00,18:15:00,58343,1,,,,1
670614,18:16:00,18:16:00,63189,2,,,,1
670614,18:17:00,18:17:00,5039,3,,,,1
670614,18:20:00,18:20:00,5040,4,,,,1
670614,18:22:00,18:22:00,5041,5,,,,1
670614,18:24:00,18:24:00,5042,6,,,,1
670614,18:26:00,18:26:00,5043,7,,,,1
670614,18:27:00,18:27:00,6248,8,,,,1
670614,18:30:00,18:30:00,5044,9,,,,1
670614,18:35:00,18:35:00,5045,10,,,,1
670614,18:39:00,18:39:00,6854,11,,,,1
670614,18:42:00,18:42:00,5036,12,,,,1
670614,18:45:00,18:45:00,58343,13,,,,1
670615,18:45:00,18:45:00,58343,1,,,,1
670615,18:46:00,18:46:00,63189,2,,,,1
670615,18:47:00,18:47:00,5039,3,,,,1
670615,18:50:00,18:50:00,5040,4,,,,1
670615,18:52:00,18:52:00,5041,5,,,,1
670615,18:54:00,18:54:00,5042,6,,,,1
670615,18:57:00,18:57:00,5043,7,,,,1
670615,18:58:00,18:58:00,6248,8,,,,1
670615,19:00:00,19:00:00,5044,9,,,,1
670615,19:05:00,19:05:00,5045,10,,,,1
670615,19:06:00,19:06:00,6854,11,,,,1
670615,19:12:00,19:12:00,5036,12,,,,1
670615,19:15:00,19:15:00,58343,13,,,,1
670616,19:15:00,19:15:00,58343,1,,,,1
670616,19:16:00,19:16:00,63189,2,,,,1
670616,19:17:00,19:17:00,5039,3,,,,1
670616,19:20:00,19:20:00,5040,4,,,,1
670616,19:22:00,19:22:00,5041,5,,,,1
670616,19:24:00,19:24:00,5042,6,,,,1
670616,19:26:00,19:26:00,5043,7,,,,1
670616,19:27:00,19:27:00,6248,8,,,,1
670616,19:30:00,19:30:00,5044,9,,,,1
670616,19:35:00,19:35:00,5045,10,,,,1
670616,19:36:00,19:36:00,6854,11,,,,1
670616,19:42:00,19:42:00,5036,12,,,,1
670616,19:45:00,19:45:00,58343,13,,,,1
670332,08:15:00,08:15:00,5046,1,,,,1
670332,08:17:00,08:17:00,5047,2,,,,1
670332,08:20:00,08:20:00,5048,3,,,,1
670332,08:25:00,08:25:00,132600,4,,,,1
670332,08:30:00,08:30:00,5049,5,,,,1
670332,08:31:00,08:31:00,23509,6,,,,1
670332,08:33:00,08:33:00,5050,7,,,,1
670332,08:35:00,08:35:00,5042,8,,,,1
670332,08:36:00,08:36:00,5043,9,,,,1
670332,08:37:00,08:37:00,6248,10,,,,1
670332,08:40:00,08:40:00,5044,11,,,,1
670332,08:43:00,08:43:00,5045,12,,,,1
670332,08:44:00,08:44:00,6854,13,,,,1
670332,08:45:00,08:45:00,5046,14,,,,1
670333,08:50:00,08:50:00,5046,1,,,,1
670333,08:52:00,08:52:00,5047,2,,,,1
670333,08:55:00,08:55:00,5048,3,,,,1
670333,09:00:00,09:00:00,132600,4,,,,1
670333,09:05:00,09:05:00,5049,5,,,,1
670333,09:06:00,09:06:00,23509,6,,,,1
670333,09:08:00,09:08:00,5050,7,,,,1
670333,09:10:00,09:10:00,5042,8,,,,1
670333,09:11:00,09:11:00,5043,9,,,,1
670333,09:12:00,09:12:00,6248,10,,,,1
670333,09:15:00,09:15:00,5044,11,,,,1
670333,09:18:00,09:18:00,5045,12,,,,1
670333,09:19:00,09:19:00,6854,13,,,,1
670333,09:20:00,09:20:00,5046,14,,,,1
670334,09:25:00,09:25:00,5046,1,,,,1
670334,09:27:00,09:27:00,5047,2,,,,1
670334,09:30:00,09:30:00,5048,3,,,,1
670334,09:35:00,09:35:00,132600,4,,,,1
670334,09:40:00,09:40:00,5049,5,,,,1
670334,09:41:00,09:41:00,23509,6,,,,1
670334,09:43:00,09:43:00,5050,7,,,,1
670334,09:45:00,09:45:00,5042,8,,,,1
670334,09:46:00,09:46:00,5043,9,,,,1
670334,09:47:00,09:47:00,6248,10,,,,1
670334,09:50:00,09:50:00,5044,11,,,,1
670334,09:53:00,09:53:00,5045,12,,,,1
670334,09:54:00,09:54:00,6854,13,,,,1
670334,09:55:00,09:55:00,5046,14,,,,1
670335,10:00:00,10:00:00,5046,1,,,,1
670335,10:02:00,10:02:00,5047,2,,,,1
670335,10:05:00,10:05:00,5048,3,,,,1
670335,10:10:00,10:10:00,132600,4,,,,1
670335,10:15:00,10:15:00,5049,5,,,,1
670335,10:16:00,10:16:00,23509,6,,,,1
670335,10:18:00,10:18:00,5050,7,,,,1
670335,10:20:00,10:20:00,5042,8,,,,1
670335,10:21:00,10:21:00,5043,9,,,,1
670335,10:22:00,10:22:00,6248,10,,,,1
670335,10:25:00,10:25:00,5044,11,,,,1
670335,10:28:00,10:28:00,5045,12,,,,1
670335,10:29:00,10:29:00,6854,13,,,,1
670335,10:30:00,10:30:00,5046,14,,,,1
670336,10:35:00,10:35:00,5046,1,,,,1
670336,10:37:00,10:37:00,5047,2,,,,1
670336,10:40:00,10:40:00,5048,3,,,,1
670336,10:45:00,10:45:00,132600,4,,,,1
670336,10:50:00,10:50:00,5049,5,,,,1
670336,10:51:00,10:51:00,23509,6,,,,1
670336,10:53:00,10:53:00,5050,7,,,,1
670336,10:55:00,10:55:00,5042,8,,,,1
670336,10:56:00,10:56:00,5043,9,,,,1
670336,10:57:00,10:57:00,6248,10,,,,1
670336,11:00:00,11:00:00,5044,11,,,,1
670336,11:03:00,11:03:00,5045,12,,,,1
670336,11:04:00,11:04:00,6854,13,,,,1
670336,11:05:00,11:05:00,5046,14,,,,1
670337,11:10:00,11:10:00,5046,1,,,,1
670337,11:12:00,11:12:00,5047,2,,,,1
670337,11:15:00,11:15:00,5048,3,,,,1
670337,11:20:00,11:20:00,132600,4,,,,1
670337,11:25:00,11:25:00,5049,5,,,,1
670337,11:26:00,11:26:00,23509,6,,,,1
670337,11:28:00,11:28:00,5050,7,,,,1
670337,11:30:00,11:30:00,5042,8,,,,1
670337,11:31:00,11:31:00,5043,9,,,,1
670337,11:32:00,11:32:00,6248,10,,,,1
670337,11:35:00,11:35:00,5044,11,,,,1
670337,11:38:00,11:38:00,5045,12,,,,1
670337,11:39:00,11:39:00,6854,13,,,,1
670337,11:40:00,11:40:00,5046,14,,,,1
670338,12:05:00,12:05:00,5049,1,,,,1
670338,12:07:00,12:07:00,23509,2,,,,1
670338,12:08:00,12:08:00,5050,3,,,,1
670338,12:10:00,12:10:00,5042,4,,,,1
670338,12:11:00,12:11:00,5043,5,,,,1
670338,12:13:00,12:13:00,6248,6,,,,1
670338,12:15:00,12:15:00,5044,7,,,,1
670338,12:18:00,12:18:00,5045,8,,,,1
670338,12:19:00,12:19:00,6854,9,,,,1
670338,12:20:00,12:20:00,5046,10,,,,1
670339,12:25:00,12:25:00,5046,1,,,,1
670339,12:27:00,12:27:00,5047,2,,,,1
670339,12:30:00,12:30:00,5048,3,,,,1
670339,12:35:00,12:35:00,132600,4,,,,1
670339,12:40:00,12:40:00,5049,5,,,,1
670339,12:41:00,12:41:00,23509,6,,,,1
670339,12:43:00,12:43:00,5050,7,,,,1
670339,12:45:00,12:45:00,5042,8,,,,1
670339,12:46:00,12:46:00,5043,9,,,,1
670339,12:47:00,12:47:00,6248,10,,,,1
670339,12:50:00,12:50:00,5044,11,,,,1
670339,12:53:00,12:53:00,5045,12,,,,1
670339,12:54:00,12:54:00,6854,13,,,,1
670339,12:55:00,12:55:00,5046,14,,,,1
670340,13:00:00,13:00:00,5046,1,,,,1
670340,13:02:00,13:02:00,5047,2,,,,1
670340,13:05:00,13:05:00,5048,3,,,,1
670340,13:10:00,13:10:00,132600,4,,,,1
670340,13:15:00,13:15:00,5049,5,,,,1
670340,13:16:00,13:16:00,23509,6,,,,1
670340,13:18:00,13:18:00,5050,7,,,,1
670340,13:20:00,13:20:00,5042,8,,,,1
670340,13:21:00,13:21:00,5043,9,,,,1
670340,13:22:00,13:22:00,6248,10,,,,1
670340,13:25:00,13:25:00,5044,11,,,,1
670340,13:28:00,13:28:00,5045,12,,,,1
670340,13:29:00,13:29:00,6854,13,,,,1
670340,13:30:00,13:30:00,5046,14,,,,1
671430,13:35:00,13:35:00,5046,1,,,,1
671430,13:37:00,13:37:00,5047,2,,,,1
671430,13:40:00,13:40:00,5048,3,,,,1
671430,13:45:00,13:45:00,132600,4,,,,1
671430,13:50:00,13:50:00,5049,5,,,,1
671430,13:51:00,13:51:00,23509,6,,,,1
671430,13:53:00,13:53:00,5050,7,,,,1
671430,13:55:00,13:55:00,5042,8,,,,1
671430,13:56:00,13:56:00,5043,9,,,,1
671430,13:57:00,13:57:00,6248,10,,,,1
671430,14:00:00,14:00:00,5044,11,,,,1
671430,14:03:00,14:03:00,5045,12,,,,1
671430,14:04:00,14:04:00,6854,13,,,,1
671430,14:05:00,14:05:00,5046,14,,,,1
671431,14:10:00,14:10:00,5046,1,,,,1
671431,14:12:00,14:12:00,5047,2,,,,1
671431,14:15:00,14:15:00,5048,3,,,,1
671431,14:20:00,14:20:00,132600,4,,,,1
671431,14:25:00,14:25:00,5049,5,,,,1
671431,14:26:00,14:26:00,23509,6,,,,1
671431,14:28:00,14:28:00,5050,7,,,,1
671431,14:30:00,14:30:00,5042,8,,,,1
671431,14:31:00,14:31:00,5043,9,,,,1
671431,14:32:00,14:32:00,6248,10,,,,1
671431,14:35:00,14:35:00,5044,11,,,,1
671431,14:38:00,14:38:00,5045,12,,,,1
671431,14:39:00,14:39:00,6854,13,,,,1
671431,14:40:00,14:40:00,5046,14,,,,1
671432,14:45:00,14:45:00,5046,1,,,,1
671432,14:47:00,14:47:00,5047,2,,,,1
671432,14:50:00,14:50:00,5048,3,,,,1
671432,14:55:00,14:55:00,132600,4,,,,1
671432,15:00:00,15:00:00,5049,5,,,,1
671432,15:01:00,15:01:00,23509,6,,,,1
671432,15:03:00,15:03:00,5050,7,,,,1
671432,15:05:00,15:05:00,5042,8,,,,1
671432,15:06:00,15:06:00,5043,9,,,,1
671432,15:07:00,15:07:00,6248,10,,,,1
671432,15:10:00,15:10:00,5044,11,,,,1
671432,15:13:00,15:13:00,5045,12,,,,1
671432,15:14:00,15:14:00,6854,13,,,,1
671432,15:15:00,15:15:00,5046,14,,,,1
671433,15:20:00,15:20:00,5046,1,,,,1
671433,15:22:00,15:22:00,5047,2,,,,1
671433,15:25:00,15:25:00,5048,3,,,,1
671433,15:30:00,15:30:00,132600,4,,,,1
671433,15:35:00,15:35:00,5049,5,,,,1
671433,15:36:00,15:36:00,23509,6,,,,1
671433,15:38:00,15:38:00,5050,7,,,,1
671433,15:40:00,15:40:00,5042,8,,,,1
671433,15:41:00,15:41:00,5043,9,,,,1
671433,15:42:00,15:42:00,6248,10,,,,1
671433,15:45:00,15:45:00,5044,11,,,,1
671433,15:48:00,15:48:00,5045,12,,,,1
671433,15:49:00,15:49:00,6854,13,,,,1
671433,15:50:00,15:50:00,5046,14,,,,1
671434,15:55:00,15:55:00,5046,1,,,,1
671434,15:57:00,15:57:00,5047,2,,,,1
671434,16:00:00,16:00:00,5048,3,,,,1
671434,16:05:00,16:05:00,132600,4,,,,1
671434,16:10:00,16:10:00,5049,5,,,,1
671434,16:11:00,16:11:00,23509,6,,,,1
671434,16:13:00,16:13:00,5050,7,,,,1
671434,16:15:00,16:15:00,5042,8,,,,1
671434,16:16:00,16:16:00,5043,9,,,,1
671434,16:17:00,16:17:00,6248,10,,,,1
671434,16:20:00,16:20:00,5044,11,,,,1
671434,16:23:00,16:23:00,5045,12,,,,1
670358,18:20:00,18:20:00,5046,1,,,,1
670358,18:22:00,18:22:00,5047,2,,,,1
670358,18:30:00,18:30:00,5048,3,,,,1
670358,18:40:00,18:40:00,5049,4,,,,1
670358,18:41:00,18:41:00,23509,5,,,,1
670358,18:43:00,18:43:00,5050,6,,,,1
670358,18:45:00,18:45:00,5042,7,,,,1
670358,18:46:00,18:46:00,5043,8,,,,1
670358,18:47:00,18:47:00,6248,9,,,,1
670358,18:50:00,18:50:00,5044,10,,,,1
670358,18:53:00,18:53:00,5045,11,,,,1
670358,18:54:00,18:54:00,6854,12,,,,1
670358,18:57:00,18:57:00,5046,13,,,,1
670359,19:00:00,19:00:00,5046,1,,,,1
670359,19:02:00,19:02:00,5047,2,,,,1
670359,19:10:00,19:10:00,5048,3,,,,1
670359,19:20:00,19:20:00,5049,4,,,,1
670359,19:21:00,19:21:00,23509,5,,,,1
670359,19:23:00,19:23:00,5050,6,,,,1
670359,19:25:00,19:25:00,5042,7,,,,1
670359,19:26:00,19:26:00,5043,8,,,,1
670359,19:27:00,19:27:00,6248,9,,,,1
670359,19:30:00,19:30:00,5044,10,,,,1
670359,19:33:00,19:33:00,5045,11,,,,1
670359,19:36:00,19:36:00,6854,12,,,,1
670359,19:37:00,19:37:00,5046,13,,,,1
670360,19:40:00,19:40:00,5046,1,,,,1
670360,19:42:00,19:42:00,5047,2,,,,1
670360,19:50:00,19:50:00,5048,3,,,,1
670360,20:00:00,20:00:00,5049,4,,,,1
670360,20:01:00,20:01:00,23509,5,,,,1
670360,20:03:00,20:03:00,5050,6,,,,1
670360,20:05:00,20:05:00,5042,7,,,,1
670360,20:06:00,20:06:00,5043,8,,,,1
670360,20:07:00,20:07:00,6248,9,,,,1
670360,20:10:00,20:10:00,5044,10,,,,1
670360,20:13:00,20:13:00,5045,11,,,,1
670360,20:16:00,20:16:00,6854,12,,,,1
670360,20:17:00,20:17:00,5046,13,,,,1
670361,20:20:00,20:20:00,5046,1,,,,1
670361,20:22:00,20:22:00,5047,2,,,,1
670361,20:25:00,20:25:00,5048,3,,,,1
670361,20:35:00,20:35:00,5049,4,,,,1
670361,20:36:00,20:36:00,23509,5,,,,1
670361,20:38:00,20:38:00,5050,6,,,,1
670361,20:40:00,20:40:00,5042,7,,,,1
670361,20:41:00,20:41:00,5043,8,,,,1
670361,20:42:00,20:42:00,6248,9,,,,1
670361,20:45:00,20:45:00,5044,10,,,,1
670361,20:48:00,20:48:00,5045,11,,,,1
670361,20:50:00,20:50:00,6854,12,,,,1
670361,20:51:00,20:51:00,5046,13,,,,1
671394,20:55:00,20:55:00,5046,1,,,,1
671394,20:57:00,20:57:00,5047,2,,,,1
671394,21:00:00,21:00:00,5048,3,,,,1
671394,21:03:00,21:03:00,5042,4,,,,1
671394,21:04:00,21:04:00,5043,5,,,,1
671394,21:05:00,21:05:00,6248,6,,,,1
671394,21:06:00,21:06:00,5044,7,,,,1
671394,21:07:00,21:07:00,5045,8,,,,1
671394,21:08:00,21:08:00,6854,9,,,,1
671394,21:09:00,21:09:00,5046,10,,,,1
259106,07:00:00,07:00:00,5048,1,,,,1
259106,07:15:00,07:15:00,58381,2,,,,1
259107,07:30:00,07:30:00,5048,1,,,,1
259107,07:45:00,07:45:00,58381,2,,,,1
259108,08:00:00,08:00:00,5048,1,,,,1
259108,08:15:00,08:15:00,58381,2,,,,1
259109,08:30:00,08:30:00,5048,1,,,,1
259109,08:45:00,08:45:00,58381,2,,,,1
259110,09:00:00,09:00:00,5048,1,,,,1
259110,09:15:00,09:15:00,58381,2,,,,1
259111,09:30:00,09:30:00,5048,1,,,,1
259111,09:45:00,09:45:00,58381,2,,,,1
259112,10:00:00,10:00:00,5048,1,,,,1
259112,10:15:00,10:15:00,58381,2,,,,1
259113,10:30:00,10:30:00,5048,1,,,,1
259113,10:45:00,10:45:00,58381,2,,,,1
259114,11:30:00,11:30:00,5048,1,,,,1
259114,11:45:00,11:45:00,58381,2,,,,1
234461,12:00:00,12:00:00,58381,1,,,,1
234461,12:15:00,12:15:00,5048,2,,,,1
234462,12:30:00,12:30:00,58381,1,,,,1
234462,12:45:00,12:45:00,5048,2,,,,1
234463,13:00:00,13:00:00,58381,1,,,,1
234463,13:15:00,13:15:00,5048,2,,,,1
234464,13:30:00,13:30:00,58381,1,,,,1
234464,13:45:00,13:45:00,5048,2,,,,1
234465,14:00:00,14:00:00,58381,1,,,,1
234465,14:15:00,14:15:00,5048,2,,,,1
234466,14:30:00,14:30:00,58381,1,,,,1
234466,14:45:00,14:45:00,5048,2,,,,1
234467,15:00:00,15:00:00,58381,1,,,,1
234467,15:15:00,15:15:00,5048,2,,,,1
234468,16:00:00,16:00:00,58381,1,,,,1
234468,16:15:00,16:15:00,5048,2,,,,1
234469,16:30:00,16:30:00,58381,1,,,,1
234469,16:45:00,16:45:00,5048,2,,,,1
234470,17:00:00,17:00:00,58381,1,,,,1
234470,17:15:00,17:15:00,5048,2,,,,1
234471,17:30:00,17:30:00,58381,1,,,,1
234471,17:45:00,17:45:00,5048,2,,,,1
